Company Name,Financial stability,Claims processing time,Customer service reputation,Premium cost,Deductibles,Network of providers
USAA,B,5,Poor,126,705,Regional
State Farm,A,11,Good,110,537,Regional
Geico,D,8,Average,107,309,Regional
State Farm,A,9,Poor,108,592,Nationwide
Geico,D,11,Excellent,79,758,Regional
USAA,C,9,Excellent,81,583,Nationwide
State Farm,E,9,Poor,52,411,Nationwide
Allstate,B,12,Excellent,76,711,Nationwide
Progressive,E,11,Poor,56,419,Selected states
State Farm,D,15,Poor,61,470,Selected states
Progressive,A,12,Excellent,128,216,Regional
Allstate,E,10,Good,112,658,Selected states
State Farm,B,11,Good,84,540,Selected states
Geico,A,7,Excellent,67,789,Regional
Geico,A,7,Excellent,113,564,Regional
Progressive,E,15,Poor,143,408,Nationwide
Allstate,D,13,Excellent,106,266,Selected states
Allstate,A,5,Excellent,71,232,Selected states
Progressive,A,5,Excellent,85,727,Selected states
Geico,C,8,Average,107,616,Selected states
Progressive,D,12,Good,110,557,Nationwide
Allstate,A,9,Poor,107,695,Nationwide
Allstate,D,5,Good,121,362,Regional
State Farm,B,9,Good,129,382,Selected states
Geico,C,12,Average,133,670,Regional
Allstate,C,12,Average,135,492,Nationwide
Progressive,D,5,Excellent,84,413,Selected states
Geico,B,7,Average,81,287,Regional
Allstate,A,7,Good,135,407,Selected states
Allstate,A,11,Average,81,624,Selected states
Allstate,B,7,Poor,54,407,Selected states
Progressive,B,15,Excellent,80,601,Selected states
State Farm,C,11,Poor,117,713,Selected states
USAA,C,14,Excellent,140,375,Regional
Allstate,D,9,Good,78,542,Selected states
Allstate,D,14,Poor,67,613,Nationwide
State Farm,D,11,Average,98,321,Nationwide
State Farm,A,15,Average,148,597,Regional
Geico,D,13,Average,113,370,Nationwide
State Farm,E,14,Excellent,140,239,Selected states
Geico,B,8,Average,131,667,Regional
Allstate,C,6,Poor,105,428,Selected states
USAA,B,10,Good,148,214,Selected states
Geico,D,5,Good,136,749,Selected states
USAA,C,9,Excellent,115,268,Selected states
Allstate,D,5,Poor,139,525,Nationwide
Geico,C,7,Average,54,549,Regional
Geico,B,11,Good,131,675,Nationwide
Geico,A,9,Average,102,499,Nationwide
Geico,E,15,Poor,83,295,Nationwide
Progressive,B,11,Excellent,148,615,Selected states
Geico,C,15,Average,140,677,Regional
Allstate,E,6,Good,133,662,Nationwide
USAA,C,9,Excellent,68,320,Nationwide
State Farm,B,13,Average,93,787,Nationwide
State Farm,B,15,Good,77,407,Nationwide
Progressive,A,6,Good,148,572,Regional
Geico,E,5,Average,105,256,Selected states
State Farm,B,5,Excellent,79,207,Nationwide
Allstate,A,15,Poor,117,695,Nationwide
Geico,E,11,Good,58,748,Selected states
Progressive,E,14,Poor,133,558,Nationwide
Allstate,D,6,Excellent,129,757,Nationwide
USAA,A,10,Poor,125,724,Regional
Progressive,E,5,Poor,76,559,Nationwide
Allstate,A,12,Poor,150,780,Regional
USAA,C,6,Excellent,114,655,Nationwide
USAA,B,10,Excellent,125,702,Selected states
Progressive,C,14,Poor,122,632,Regional
State Farm,B,7,Excellent,79,234,Nationwide
Geico,B,11,Poor,120,558,Regional
State Farm,A,6,Good,77,516,Regional
Geico,C,13,Excellent,149,502,Selected states
Geico,C,11,Average,51,697,Selected states
USAA,D,9,Average,75,274,Nationwide
USAA,B,5,Poor,70,232,Selected states
State Farm,C,15,Excellent,81,794,Regional
USAA,D,12,Excellent,114,494,Selected states
Geico,D,8,Excellent,133,496,Regional
Progressive,C,7,Average,88,583,Nationwide
USAA,B,9,Good,122,465,Selected states
Progressive,D,7,Good,126,466,Regional
Allstate,D,10,Excellent,57,278,Regional
State Farm,E,5,Average,96,387,Regional
Progressive,C,14,Poor,141,670,Regional
Allstate,C,6,Poor,145,294,Selected states
Allstate,B,6,Average,129,670,Regional
USAA,C,6,Average,147,500,Regional
State Farm,D,9,Good,111,707,Regional
Allstate,A,10,Excellent,81,404,Nationwide
Allstate,C,15,Poor,129,746,Regional
State Farm,A,13,Poor,68,439,Regional
State Farm,E,8,Good,54,748,Regional
Geico,E,5,Poor,100,351,Selected states
Allstate,C,12,Average,59,764,Regional
State Farm,C,12,Excellent,139,416,Nationwide
Progressive,C,13,Good,62,357,Regional
State Farm,D,8,Average,73,496,Regional
State Farm,E,11,Average,122,675,Selected states
Allstate,B,10,Average,125,686,Regional
Progressive,A,13,Excellent,85,495,Regional
Allstate,B,5,Good,136,530,Regional
Allstate,E,13,Good,94,553,Selected states
State Farm,A,10,Poor,56,636,Nationwide
Progressive,B,13,Good,87,790,Selected states
Geico,B,11,Average,58,421,Selected states
Geico,A,9,Excellent,77,667,Nationwide
Geico,B,14,Good,86,534,Selected states
State Farm,D,11,Average,100,456,Regional
Geico,B,6,Excellent,80,317,Nationwide
Allstate,A,6,Good,136,748,Nationwide
Allstate,B,14,Average,113,657,Selected states
Geico,A,7,Excellent,80,416,Selected states
Progressive,C,9,Average,93,645,Nationwide
State Farm,B,13,Average,98,379,Regional
USAA,E,8,Excellent,112,267,Selected states
USAA,B,8,Average,138,453,Nationwide
Allstate,E,9,Poor,61,791,Selected states
Progressive,D,9,Poor,82,228,Nationwide
Allstate,C,15,Excellent,129,766,Regional
Progressive,C,6,Average,108,500,Regional
Allstate,E,9,Poor,138,357,Selected states
Allstate,E,14,Good,142,755,Nationwide
Progressive,B,9,Excellent,113,592,Nationwide
Geico,E,8,Average,76,396,Nationwide
USAA,D,7,Excellent,132,301,Nationwide
State Farm,B,15,Average,128,617,Nationwide
Geico,D,5,Average,87,588,Regional
Allstate,C,11,Poor,136,587,Nationwide
USAA,B,12,Poor,115,688,Regional
State Farm,D,8,Good,85,452,Nationwide
Geico,D,6,Excellent,100,543,Regional
Allstate,A,9,Good,88,317,Nationwide
Geico,E,15,Excellent,57,349,Regional
USAA,D,13,Good,135,438,Nationwide
USAA,C,5,Poor,133,343,Selected states
USAA,E,14,Poor,59,738,Regional
Allstate,D,14,Excellent,111,542,Regional
Progressive,C,6,Poor,144,435,Nationwide
State Farm,B,11,Average,97,752,Regional
Progressive,C,9,Good,80,757,Nationwide
State Farm,C,11,Excellent,63,415,Nationwide
Geico,A,11,Poor,86,221,Selected states
Geico,D,14,Average,54,732,Regional
Geico,B,5,Average,64,549,Selected states
State Farm,C,14,Average,57,563,Regional
USAA,D,10,Excellent,71,265,Nationwide
Geico,B,7,Excellent,119,264,Selected states
Progressive,C,5,Poor,125,676,Nationwide
Allstate,A,15,Average,148,277,Selected states
USAA,C,15,Average,97,499,Selected states
State Farm,A,5,Excellent,52,430,Selected states
State Farm,E,14,Excellent,51,616,Selected states
Geico,D,13,Poor,147,768,Regional
State Farm,E,12,Poor,93,327,Selected states
State Farm,B,9,Good,112,627,Selected states
USAA,C,10,Excellent,109,558,Regional
Allstate,C,5,Good,130,740,Selected states
State Farm,C,13,Good,88,483,Regional
Geico,A,11,Average,127,465,Nationwide
Geico,D,13,Excellent,127,282,Selected states
Progressive,E,7,Excellent,74,589,Nationwide
Progressive,A,14,Poor,146,279,Nationwide
USAA,B,11,Average,100,745,Nationwide
State Farm,C,10,Poor,103,705,Selected states
Geico,E,6,Average,104,599,Selected states
Allstate,D,11,Average,83,763,Selected states
USAA,B,8,Good,82,705,Nationwide
State Farm,C,10,Excellent,116,738,Regional
Geico,A,9,Good,94,592,Selected states
State Farm,B,8,Good,99,218,Regional
USAA,A,15,Excellent,145,515,Regional
Progressive,A,7,Good,143,239,Regional
Geico,C,6,Excellent,54,569,Regional
Allstate,C,6,Excellent,110,573,Selected states
Progressive,A,13,Good,137,631,Selected states
Geico,B,5,Poor,146,667,Regional
Geico,E,15,Good,84,463,Selected states
USAA,D,10,Poor,115,600,Nationwide
Allstate,A,6,Excellent,103,433,Nationwide
State Farm,E,6,Good,99,465,Nationwide
Progressive,C,9,Excellent,129,691,Regional
Geico,C,8,Average,113,372,Regional
USAA,A,15,Poor,107,608,Regional
Progressive,D,14,Excellent,128,662,Regional
USAA,D,9,Excellent,145,428,Regional
USAA,A,9,Good,69,202,Regional
State Farm,A,5,Good,91,385,Nationwide
Allstate,E,13,Average,74,401,Nationwide
USAA,A,10,Good,104,583,Selected states
Geico,B,15,Average,96,554,Selected states
Geico,E,7,Excellent,113,709,Regional
State Farm,D,13,Excellent,97,768,Regional
Allstate,B,11,Excellent,128,799,Selected states
Geico,E,9,Average,53,755,Regional
State Farm,E,7,Excellent,109,606,Selected states
USAA,D,12,Good,104,438,Selected states
USAA,B,12,Average,81,316,Nationwide
Allstate,C,5,Poor,84,678,Selected states
Progressive,E,11,Good,59,244,Selected states
Progressive,B,11,Average,78,616,Selected states
Allstate,A,5,Excellent,113,634,Nationwide
Geico,D,9,Average,102,411,Nationwide
Allstate,C,5,Poor,70,599,Nationwide
USAA,E,10,Good,69,473,Regional
Progressive,B,8,Excellent,139,219,Nationwide
State Farm,E,12,Average,116,290,Regional
USAA,E,9,Good,99,614,Selected states
Progressive,A,5,Excellent,99,483,Selected states
Geico,C,5,Good,122,679,Selected states
Geico,A,7,Poor,52,779,Regional
State Farm,B,6,Excellent,82,557,Selected states
USAA,B,8,Excellent,73,686,Nationwide
Geico,A,11,Good,149,785,Regional
USAA,D,15,Excellent,120,769,Selected states
USAA,B,10,Good,62,786,Selected states
Geico,E,8,Average,55,777,Regional
Allstate,B,9,Excellent,123,715,Regional
USAA,A,6,Excellent,65,613,Regional
Progressive,C,5,Excellent,102,766,Selected states
State Farm,D,8,Poor,143,525,Regional
State Farm,B,10,Good,95,422,Regional
Progressive,D,14,Excellent,94,424,Nationwide
Geico,B,11,Excellent,71,736,Selected states
Geico,A,11,Poor,64,716,Nationwide
Geico,C,9,Good,122,486,Nationwide
State Farm,B,13,Excellent,150,202,Selected states
Allstate,D,9,Poor,130,695,Selected states
State Farm,D,12,Excellent,90,256,Regional
USAA,E,15,Poor,132,457,Selected states
Allstate,C,11,Poor,93,775,Nationwide
State Farm,C,13,Poor,76,419,Nationwide
State Farm,A,5,Average,112,430,Selected states
Allstate,C,15,Good,107,614,Selected states
Allstate,E,6,Good,147,214,Regional
Geico,C,7,Excellent,131,463,Regional
Allstate,D,6,Good,52,360,Nationwide
State Farm,D,7,Good,68,421,Nationwide
Geico,C,11,Excellent,130,442,Regional
State Farm,E,13,Good,97,735,Selected states
Geico,E,9,Poor,123,300,Selected states
Progressive,B,8,Excellent,97,544,Regional
State Farm,B,7,Average,84,227,Nationwide
Progressive,A,5,Poor,148,573,Nationwide
USAA,B,10,Excellent,130,250,Regional
USAA,A,8,Poor,57,697,Regional
Geico,C,12,Poor,53,796,Nationwide
USAA,C,13,Average,133,613,Nationwide
Allstate,A,9,Poor,85,601,Regional
Allstate,C,10,Good,115,431,Nationwide
Allstate,C,12,Average,83,583,Regional
Progressive,C,8,Poor,78,728,Regional
State Farm,E,10,Poor,140,540,Regional
Geico,C,14,Poor,104,213,Selected states
Progressive,B,7,Poor,73,629,Nationwide
Allstate,B,11,Poor,71,320,Selected states
State Farm,E,13,Excellent,132,316,Regional
Geico,E,10,Excellent,119,620,Regional
Allstate,D,5,Good,68,778,Selected states
Allstate,A,6,Good,62,759,Selected states
State Farm,B,11,Good,119,522,Regional
Geico,E,11,Poor,70,773,Nationwide
USAA,D,5,Excellent,127,634,Regional
Geico,D,11,Excellent,137,627,Regional
Progressive,E,14,Excellent,65,299,Selected states
Progressive,E,13,Average,104,371,Regional
Geico,B,14,Excellent,58,638,Nationwide
USAA,D,6,Poor,76,770,Regional
State Farm,A,6,Excellent,65,483,Nationwide
State Farm,C,14,Excellent,104,264,Regional
USAA,C,6,Poor,129,273,Regional
Allstate,C,14,Average,113,215,Nationwide
Geico,D,5,Excellent,64,201,Nationwide
State Farm,B,12,Average,50,513,Selected states
Allstate,C,7,Excellent,54,701,Selected states
Allstate,D,14,Excellent,87,576,Nationwide
Geico,A,6,Average,139,305,Selected states
Progressive,E,14,Poor,133,494,Nationwide
Progressive,B,9,Excellent,52,735,Selected states
State Farm,A,6,Poor,109,373,Selected states
Progressive,A,6,Poor,139,228,Nationwide
USAA,D,10,Good,100,436,Nationwide
Geico,C,14,Average,131,522,Regional
Progressive,C,10,Average,129,432,Selected states
Geico,E,6,Poor,96,721,Nationwide
USAA,C,5,Excellent,126,572,Nationwide
USAA,D,5,Excellent,84,519,Nationwide
Allstate,E,11,Excellent,71,658,Selected states
Progressive,B,12,Poor,143,428,Selected states
USAA,B,14,Good,91,444,Regional
Progressive,A,14,Good,74,367,Regional
State Farm,E,5,Poor,68,730,Selected states
Geico,E,5,Poor,116,664,Nationwide
Progressive,B,7,Excellent,113,769,Selected states
State Farm,C,10,Excellent,119,452,Nationwide
Geico,E,6,Excellent,115,619,Nationwide
State Farm,A,7,Poor,56,619,Regional
USAA,A,6,Poor,75,511,Regional
Geico,D,12,Excellent,140,495,Selected states
Progressive,B,5,Average,135,800,Selected states
Progressive,D,11,Good,98,490,Nationwide
State Farm,E,15,Excellent,146,336,Nationwide
State Farm,C,11,Poor,52,219,Selected states
Allstate,C,6,Excellent,76,749,Regional
Geico,E,7,Good,98,294,Regional
State Farm,A,5,Poor,139,530,Selected states
USAA,B,14,Average,83,655,Selected states
Geico,C,12,Good,141,451,Nationwide
Geico,E,15,Excellent,62,584,Nationwide
State Farm,B,15,Excellent,130,279,Selected states
State Farm,A,5,Excellent,91,495,Regional
Allstate,A,14,Average,89,675,Nationwide
Allstate,C,13,Good,149,522,Selected states
USAA,C,14,Average,115,379,Regional
USAA,C,12,Average,118,252,Selected states
Geico,E,7,Good,91,416,Regional
Progressive,B,12,Good,129,705,Nationwide
Allstate,D,12,Good,142,448,Nationwide
Geico,C,5,Average,125,724,Regional
Progressive,E,14,Average,101,548,Nationwide
Allstate,C,13,Good,119,742,Selected states
Geico,D,5,Average,147,780,Selected states
USAA,A,11,Good,139,521,Selected states
Progressive,A,6,Average,51,419,Selected states
State Farm,A,5,Poor,145,350,Regional
USAA,E,12,Excellent,117,240,Nationwide
USAA,B,12,Good,100,463,Selected states
USAA,C,12,Average,117,524,Nationwide
USAA,E,8,Poor,115,755,Selected states
Progressive,A,7,Good,139,487,Regional
State Farm,A,7,Excellent,128,275,Regional
Geico,A,12,Good,120,795,Regional
USAA,E,14,Excellent,97,286,Nationwide
State Farm,E,5,Average,121,642,Nationwide
Geico,D,8,Poor,70,521,Nationwide
USAA,E,12,Average,107,640,Nationwide
Allstate,B,15,Excellent,53,609,Selected states
State Farm,D,6,Poor,69,528,Nationwide
Allstate,D,11,Average,107,753,Regional
State Farm,B,5,Excellent,94,244,Nationwide
State Farm,B,12,Excellent,102,386,Selected states
Progressive,B,5,Excellent,124,456,Regional
State Farm,E,6,Good,98,279,Regional
State Farm,C,7,Average,76,598,Regional
USAA,D,8,Poor,76,201,Nationwide
Progressive,C,12,Excellent,138,241,Selected states
Progressive,E,9,Average,134,718,Nationwide
USAA,C,6,Poor,124,728,Nationwide
Progressive,A,6,Excellent,61,647,Regional
USAA,B,10,Good,129,751,Regional
USAA,E,6,Average,126,274,Nationwide
Progressive,E,14,Average,100,230,Nationwide
Allstate,E,13,Average,137,227,Regional
Geico,C,13,Excellent,143,456,Selected states
Allstate,B,7,Poor,82,323,Regional
Allstate,E,11,Good,111,791,Selected states
State Farm,D,10,Excellent,124,744,Nationwide
Allstate,C,8,Average,65,620,Nationwide
Progressive,B,12,Good,83,548,Selected states
USAA,C,14,Poor,82,420,Regional
Geico,E,15,Poor,55,653,Nationwide
State Farm,D,14,Poor,143,752,Nationwide
Geico,B,13,Excellent,122,204,Selected states
Progressive,A,7,Good,114,522,Nationwide
State Farm,B,15,Good,105,463,Regional
Geico,E,8,Good,107,420,Nationwide
Geico,A,14,Poor,111,343,Nationwide
Allstate,B,13,Excellent,55,365,Nationwide
Progressive,A,7,Average,63,473,Nationwide
USAA,E,15,Poor,78,341,Selected states
Progressive,A,15,Average,82,713,Nationwide
USAA,E,8,Good,62,647,Regional
Geico,C,10,Excellent,87,238,Selected states
USAA,C,6,Poor,51,768,Nationwide
Geico,A,5,Average,140,323,Selected states
USAA,C,11,Poor,87,265,Selected states
Geico,A,6,Average,130,220,Nationwide
Geico,B,15,Excellent,148,462,Regional
Allstate,C,10,Poor,112,686,Nationwide
USAA,D,13,Average,62,542,Nationwide
Allstate,A,8,Average,139,294,Regional
USAA,C,12,Good,114,702,Selected states
Progressive,A,6,Average,98,604,Nationwide
Progressive,C,6,Good,146,623,Regional
State Farm,A,8,Good,118,486,Nationwide
State Farm,B,15,Excellent,87,300,Regional
State Farm,E,10,Excellent,82,692,Regional
State Farm,B,11,Good,138,721,Nationwide
USAA,D,9,Average,137,678,Selected states
State Farm,D,13,Average,90,561,Selected states
Allstate,B,7,Good,57,460,Nationwide
Progressive,E,6,Excellent,52,455,Regional
USAA,D,8,Good,75,464,Regional
USAA,C,13,Average,61,217,Regional
Allstate,D,7,Excellent,67,791,Nationwide
Geico,D,15,Good,145,542,Regional
Allstate,C,12,Excellent,65,678,Nationwide
USAA,C,14,Good,134,707,Regional
State Farm,D,11,Excellent,96,626,Regional
USAA,B,11,Average,103,763,Regional
USAA,E,10,Poor,115,422,Nationwide
Allstate,B,13,Poor,54,428,Selected states
USAA,C,5,Poor,114,646,Regional
Allstate,D,11,Poor,60,426,Selected states
Geico,B,14,Good,87,735,Nationwide
State Farm,B,14,Average,88,562,Selected states
Allstate,D,8,Excellent,87,402,Nationwide
State Farm,B,10,Good,104,532,Selected states
Progressive,B,10,Poor,134,647,Regional
Progressive,D,13,Average,77,301,Regional
State Farm,D,15,Poor,147,464,Regional
Allstate,E,11,Good,126,592,Nationwide
State Farm,D,12,Excellent,111,728,Regional
USAA,E,15,Average,114,552,Nationwide
State Farm,D,15,Poor,150,547,Nationwide
State Farm,B,12,Average,115,754,Regional
Allstate,A,8,Good,81,737,Nationwide
Allstate,C,15,Average,57,270,Regional
Allstate,A,13,Excellent,64,312,Regional
Progressive,B,6,Average,144,703,Regional
Geico,D,9,Average,144,524,Regional
USAA,B,14,Excellent,140,465,Nationwide
State Farm,D,13,Good,53,293,Selected states
Progressive,C,12,Excellent,81,236,Selected states
USAA,E,12,Average,104,244,Nationwide
Allstate,E,9,Average,80,355,Selected states
Progressive,B,6,Average,51,237,Regional
USAA,B,7,Average,145,619,Nationwide
USAA,B,6,Excellent,90,354,Selected states
Progressive,D,8,Excellent,94,246,Selected states
State Farm,B,13,Excellent,95,729,Selected states
Allstate,A,15,Poor,106,255,Nationwide
Progressive,D,12,Poor,82,383,Regional
Geico,C,10,Poor,87,614,Selected states
USAA,C,13,Average,143,731,Selected states
Allstate,C,8,Average,73,684,Selected states
USAA,E,5,Excellent,89,386,Selected states
Geico,A,6,Good,140,698,Regional
State Farm,A,11,Excellent,150,520,Selected states
Progressive,C,9,Poor,132,333,Selected states
Progressive,C,11,Good,113,554,Regional
Geico,C,7,Poor,93,768,Nationwide
State Farm,A,8,Good,59,748,Nationwide
USAA,C,14,Average,62,222,Regional
USAA,E,13,Excellent,71,700,Nationwide
Allstate,A,13,Good,148,580,Regional
Progressive,B,13,Average,108,470,Selected states
Progressive,A,7,Excellent,145,340,Regional
State Farm,C,14,Excellent,112,440,Nationwide
State Farm,A,14,Poor,148,761,Nationwide
State Farm,C,7,Excellent,145,682,Selected states
Progressive,D,7,Poor,83,327,Regional
Allstate,C,8,Good,99,328,Nationwide
Geico,C,13,Excellent,93,357,Regional
State Farm,D,10,Good,91,452,Selected states
Progressive,D,8,Excellent,148,320,Selected states
USAA,C,12,Poor,118,572,Regional
USAA,B,6,Poor,137,455,Nationwide
State Farm,C,5,Good,150,517,Regional
USAA,C,14,Good,60,673,Nationwide
Geico,A,14,Excellent,53,656,Nationwide
Allstate,B,13,Average,111,245,Regional
Allstate,D,10,Good,132,745,Selected states
Progressive,A,6,Poor,53,296,Nationwide
Progressive,B,12,Average,111,247,Regional
Progressive,B,6,Excellent,81,643,Regional
Allstate,C,11,Excellent,141,335,Regional
USAA,B,13,Poor,127,536,Regional
Progressive,B,15,Excellent,75,793,Selected states
State Farm,D,10,Excellent,137,392,Regional
Allstate,D,10,Average,74,642,Selected states
Progressive,A,15,Excellent,131,743,Selected states
Allstate,E,10,Average,136,450,Regional
Geico,D,11,Good,112,434,Regional
USAA,E,10,Average,124,332,Regional
Progressive,B,14,Poor,95,344,Regional
Progressive,D,5,Poor,137,687,Regional
Allstate,C,8,Average,70,407,Selected states
USAA,A,7,Good,67,593,Regional
Progressive,D,10,Excellent,70,596,Regional
USAA,B,6,Excellent,141,414,Nationwide
USAA,A,7,Average,66,323,Nationwide
State Farm,B,7,Excellent,88,217,Regional
Geico,D,8,Good,118,481,Selected states
Geico,D,12,Poor,63,766,Selected states
USAA,C,14,Average,120,765,Nationwide
Allstate,B,8,Excellent,80,566,Nationwide
Allstate,E,12,Poor,139,696,Nationwide
Progressive,B,5,Good,50,663,Selected states
USAA,A,6,Excellent,54,476,Regional
State Farm,E,11,Excellent,122,586,Nationwide
Progressive,A,9,Average,122,563,Regional
Allstate,D,9,Good,135,281,Regional
Progressive,A,11,Excellent,121,595,Regional
USAA,C,8,Average,106,313,Selected states
USAA,A,15,Poor,78,259,Selected states
Geico,B,8,Excellent,119,303,Selected states
Progressive,C,11,Good,144,338,Selected states
Progressive,E,13,Excellent,120,729,Regional
State Farm,C,10,Poor,149,265,Nationwide
Geico,D,5,Average,103,605,Nationwide
USAA,C,12,Excellent,104,238,Regional
Allstate,D,12,Average,119,209,Selected states
Geico,C,7,Excellent,90,227,Regional
Geico,D,5,Average,112,632,Regional
Allstate,C,14,Excellent,63,224,Selected states
USAA,B,15,Good,114,372,Regional
USAA,D,12,Average,87,505,Regional
Progressive,D,13,Good,54,623,Regional
USAA,D,8,Good,80,269,Nationwide
Allstate,C,14,Poor,136,230,Nationwide
Geico,D,8,Excellent,149,617,Selected states
State Farm,D,15,Excellent,126,644,Nationwide
State Farm,B,8,Poor,77,569,Regional
Progressive,B,7,Average,148,461,Nationwide
Allstate,A,14,Poor,78,387,Selected states
Geico,A,6,Average,119,775,Nationwide
Progressive,D,6,Excellent,118,704,Selected states
Allstate,B,14,Good,129,514,Nationwide
Geico,E,10,Poor,103,309,Nationwide
Geico,D,11,Average,54,726,Regional
State Farm,D,5,Good,142,485,Regional
State Farm,C,5,Excellent,77,605,Nationwide
Progressive,C,5,Good,142,393,Nationwide
State Farm,B,14,Poor,78,244,Selected states
Allstate,D,7,Average,116,574,Selected states
Geico,C,7,Good,73,378,Selected states
USAA,D,8,Good,106,246,Nationwide
USAA,B,14,Excellent,79,426,Nationwide
Allstate,E,15,Excellent,53,700,Nationwide
Allstate,B,11,Average,75,410,Regional
State Farm,A,6,Excellent,54,444,Selected states
Allstate,A,15,Excellent,107,464,Selected states
Allstate,B,7,Poor,92,348,Nationwide
Geico,E,11,Poor,81,237,Selected states
Geico,D,5,Good,134,578,Selected states
Allstate,D,10,Average,138,466,Nationwide
Allstate,A,8,Good,65,546,Nationwide
State Farm,C,6,Excellent,106,357,Selected states
Allstate,A,10,Average,82,380,Regional
State Farm,B,15,Excellent,82,472,Nationwide
State Farm,B,10,Good,80,201,Nationwide
USAA,A,8,Good,75,598,Selected states
Allstate,A,10,Excellent,68,708,Selected states
USAA,A,14,Good,109,423,Nationwide
Geico,C,6,Good,142,684,Selected states
State Farm,C,12,Excellent,138,717,Regional
Progressive,A,8,Excellent,106,532,Nationwide
USAA,D,13,Good,111,575,Selected states
USAA,A,13,Average,147,720,Selected states
Progressive,E,5,Good,100,705,Selected states
USAA,A,6,Excellent,118,265,Selected states
Geico,C,13,Excellent,131,643,Selected states
State Farm,A,14,Average,67,525,Selected states
Geico,B,6,Good,142,539,Selected states
Geico,D,14,Excellent,105,626,Nationwide
Geico,A,13,Average,148,443,Selected states
Progressive,B,12,Poor,95,691,Nationwide
Geico,C,10,Poor,64,688,Selected states
Geico,E,8,Average,105,624,Selected states
Allstate,D,13,Good,141,798,Regional
Allstate,E,15,Good,63,431,Nationwide
Geico,B,5,Average,125,745,Nationwide
Allstate,E,15,Average,50,342,Regional
Progressive,C,11,Average,143,267,Selected states
State Farm,D,12,Excellent,91,782,Regional
State Farm,D,9,Excellent,63,403,Nationwide
Geico,D,8,Average,58,384,Regional
State Farm,C,12,Excellent,115,295,Nationwide
Allstate,C,11,Excellent,108,371,Selected states
State Farm,A,5,Good,85,732,Regional
Allstate,D,13,Excellent,133,209,Nationwide
Progressive,C,11,Poor,73,724,Regional
Geico,C,9,Excellent,85,634,Regional
Geico,D,6,Good,150,230,Selected states
Progressive,E,14,Excellent,53,353,Selected states
Allstate,C,13,Good,71,549,Selected states
Allstate,C,15,Poor,125,636,Regional
State Farm,E,10,Excellent,56,263,Regional
Geico,B,10,Poor,150,502,Nationwide
State Farm,A,10,Good,53,746,Regional
USAA,E,12,Good,69,755,Selected states
USAA,E,7,Poor,69,422,Selected states
State Farm,D,13,Average,137,678,Regional
Progressive,A,15,Excellent,72,403,Nationwide
Allstate,B,7,Average,89,480,Regional
USAA,E,15,Average,145,392,Selected states
Progressive,E,15,Excellent,77,335,Regional
Allstate,E,14,Good,103,423,Regional
Allstate,C,14,Poor,113,316,Nationwide
Allstate,A,12,Average,108,343,Regional
Geico,C,6,Excellent,51,285,Selected states
USAA,A,15,Excellent,138,442,Selected states
State Farm,D,13,Good,51,780,Regional
Allstate,A,8,Average,69,234,Selected states
State Farm,A,15,Excellent,140,604,Nationwide
Geico,D,5,Excellent,112,705,Nationwide
Progressive,B,14,Good,118,741,Nationwide
Progressive,D,12,Excellent,121,250,Nationwide
Progressive,C,14,Poor,90,229,Nationwide
State Farm,A,5,Good,146,694,Selected states
Progressive,D,12,Poor,105,323,Selected states
Allstate,B,10,Poor,104,383,Nationwide
Progressive,B,11,Average,129,292,Regional
Allstate,C,8,Poor,66,219,Regional
State Farm,A,6,Poor,131,584,Selected states
State Farm,E,5,Average,63,514,Nationwide
Allstate,B,12,Average,105,442,Nationwide
Geico,C,10,Good,103,281,Selected states
State Farm,B,12,Good,73,593,Nationwide
USAA,D,8,Average,77,671,Regional
Allstate,D,13,Excellent,87,687,Nationwide
Geico,B,13,Excellent,56,460,Nationwide
Allstate,D,6,Average,146,211,Regional
Geico,D,6,Excellent,128,620,Regional
Geico,A,12,Excellent,104,713,Nationwide
Progressive,E,7,Good,90,569,Selected states
Geico,D,6,Average,125,661,Selected states
USAA,E,5,Good,118,788,Regional
Geico,B,7,Average,104,345,Regional
State Farm,E,12,Excellent,94,240,Nationwide
USAA,B,12,Excellent,133,783,Nationwide
USAA,D,14,Poor,113,764,Regional
Progressive,B,14,Good,59,628,Selected states
USAA,D,8,Excellent,97,406,Nationwide
Progressive,B,8,Excellent,149,568,Regional
Geico,E,6,Poor,50,456,Nationwide
State Farm,B,14,Good,55,370,Nationwide
USAA,D,7,Good,138,592,Selected states
State Farm,E,9,Average,148,493,Nationwide
Allstate,A,14,Poor,118,635,Selected states
Allstate,D,12,Good,114,397,Selected states
Allstate,E,7,Average,61,713,Nationwide
Progressive,C,11,Average,124,654,Regional
Allstate,C,10,Good,125,565,Nationwide
State Farm,E,5,Poor,135,525,Regional
Geico,A,14,Average,134,322,Nationwide
Allstate,B,5,Excellent,118,439,Nationwide
State Farm,C,15,Average,120,575,Regional
Allstate,C,11,Good,94,381,Nationwide
USAA,A,11,Poor,146,297,Nationwide
State Farm,A,7,Average,89,294,Nationwide
Progressive,C,13,Average,118,362,Selected states
USAA,D,14,Excellent,105,589,Nationwide
USAA,B,5,Average,136,441,Nationwide
Allstate,B,11,Poor,94,428,Regional
USAA,E,12,Average,66,788,Nationwide
State Farm,E,7,Good,112,403,Regional
Progressive,E,9,Good,63,340,Nationwide
Progressive,B,12,Excellent,59,617,Regional
Allstate,B,5,Excellent,51,790,Nationwide
